,bird1,bird2,shared,total_rep,ac_sim,spatial_dist,sharing_index,april_lay_date_1,clutch_size_1,num_fledglings_1,father_1,mother_1,box_1,year_1,wytham_born_1,natal_box_1,dispersal_distance_1,age_1,x_1,y_1,recorded_1,repertoire_size_1,self_similarity_1,april_lay_date_2,clutch_size_2,num_fledglings_2,father_2,mother_2,box_2,year_2,wytham_born_2,natal_box_2,dispersal_distance_2,age_2,x_2,y_2,recorded_2,repertoire_size_2,self_similarity_2
1116,20201W71,20201W77,2,6,0.4153922222222222,220.24,0.3333333333333333,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667
1125,20201W74,20201W77,0,4,0.40180333333333335,199.61,0.0,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667
1130,20201W75,20201W77,0,5,0.3989133333333334,59.03,0.0,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667
1151,20201W92,20201W77,0,4,0.3111633333333333,121.49,0.0,21.0,6.0,5,tl38696,tw41889,W92,2020,False,,,6.0,445495.33,209195.71,True,1.0,,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667
1161,20201W95,20201W77,0,6,0.29823222222222223,105.95,0.0,13.0,9.0,9,vz29248,te80782,W95,2020,True,W60,462.9,6.0,445509.33,209118.71,True,3.0,0.16024666666666668,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667
1178,20201W99A,20201W77,0,5,0.38331,264.15,0.0,23.0,7.0,5,vz31898,ty68195,W99A,2020,True,W58,672.9,5.0,445385.33,209013.71,True,2.0,0.19798,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667
289,20201EX120,20201W75,0,3,0.39161,396.58,0.0,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
299,20201EX14,20201W75,0,5,0.35340333333333335,378.65,0.0,16.0,8.0,7,tw41893,vz30878,EX14,2020,False,,,5.0,445451.33,208853.71,True,3.0,0.397,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
309,20201EX21,20201W75,0,5,0.3728533333333333,327.7,0.0,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
999,20201W100,20201W75,0,3,0.38955,333.33,0.0,15.0,9.0,9,tl38410,vz33930,W100,2020,True,EX38,464.8,5.0,445358.33,209039.71,True,1.0,,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1009,20201W103,20201W75,0,4,0.3745925,386.26,0.0,25.0,6.0,1,,tw41888,W103,2020,,,,,445304.33,209032.71,True,2.0,0.26087,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1019,20201W103A,20201W75,0,5,0.4239483333333333,401.66,0.0,21.0,8.0,0,,,W103A,2020,,,,,445294.33,209015.71,True,3.0,0.3605933333333333,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1029,20201W105,20201W75,2,4,0.464155,462.75,0.5,17.0,6.0,4,vs83940,ty68014,W105,2020,False,,,6.0,445237.33,208993.71,True,2.0,0.45451,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1084,20201W62,20201W75,0,7,0.315399,221.02,0.0,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1091,20201W64,20201W75,0,5,0.484545,142.79,0.0,17.0,8.0,0,,tw41530,W64,2020,,,,,445682.33,209306.71,True,3.0,0.5391033333333333,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1107,20201W68,20201W75,2,5,0.433705,253.39,0.4,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1113,20201W71,20201W75,0,5,0.42481166666666664,162.79,0.0,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1122,20201W74,20201W75,0,3,0.4867,141.06,0.0,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1140,20201W77,20201W75,2,5,0.3989133333333334,59.03,0.4,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1152,20201W92,20201W75,0,3,0.219465,174.77,0.0,21.0,6.0,5,tl38696,tw41889,W92,2020,False,,,6.0,445495.33,209195.71,True,1.0,,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1163,20201W95,20201W75,0,5,0.32309,164.56,0.0,13.0,9.0,9,vz29248,te80782,W95,2020,True,W60,462.9,6.0,445509.33,209118.71,True,3.0,0.16024666666666668,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
1179,20201W99A,20201W75,0,4,0.47100749999999997,319.88,0.0,23.0,7.0,5,vz31898,ty68195,W99A,2020,True,W58,672.9,5.0,445385.33,209013.71,True,2.0,0.19798,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029
290,20201EX14,20201EX120,0,4,0.36775,125.43,0.0,16.0,8.0,7,tw41893,vz30878,EX14,2020,False,,,5.0,445451.33,208853.71,True,3.0,0.397,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
993,20201W100,20201EX120,0,2,0.30218,112.8,0.0,15.0,9.0,9,tl38410,vz33930,W100,2020,True,EX38,464.8,5.0,445358.33,209039.71,True,1.0,,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
1004,20201W103,20201EX120,0,3,0.195835,114.82,0.0,25.0,6.0,1,,tw41888,W103,2020,,,,,445304.33,209032.71,True,2.0,0.26087,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
1014,20201W103A,20201EX120,0,4,0.2959133333333333,104.37,0.0,21.0,8.0,0,,,W103A,2020,,,,,445294.33,209015.71,True,3.0,0.3605933333333333,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
1023,20201W105,20201EX120,0,3,0.30848,130.57,0.0,17.0,6.0,4,vs83940,ty68014,W105,2020,False,,,6.0,445237.33,208993.71,True,2.0,0.45451,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
1167,20201W95,20201EX120,0,4,0.19123,249.28,0.0,13.0,9.0,9,vz29248,te80782,W95,2020,True,W60,462.9,6.0,445509.33,209118.71,True,3.0,0.16024666666666668,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
1173,20201W99A,20201EX120,0,3,0.368985,93.52,0.0,23.0,7.0,5,vz31898,ty68195,W99A,2020,True,W58,672.9,5.0,445385.33,209013.71,True,2.0,0.19798,15.0,9.0,9,ty68003,vz29516,EX120,2020,False,,,6.0,445349.71,208927.24,True,1.0,
303,20201EX21,20201W74,0,4,0.3903433333333333,211.62,0.0,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1067,20201W37,20201W74,0,5,0.3561725,284.04,0.0,18.0,5.0,4,tl38650,,W37,2020,True,EX20,330.5,5.0,446046.33,209353.71,True,4.0,0.32380166666666665,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1076,20201W56,20201W74,0,4,0.3759866666666667,297.96,0.0,12.0,10.0,10,tw41833,vn56874,W56,2020,False,,,5.0,445993.33,209438.71,True,3.0,0.4010066666666667,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1083,20201W62,20201W74,2,6,0.44844999999999996,181.75,0.3333333333333333,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1093,20201W64,20201W74,0,4,0.4164666666666667,151.49,0.0,17.0,8.0,0,,tw41530,W64,2020,,,,,445682.33,209306.71,True,3.0,0.5391033333333333,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1101,20201W68,20201W74,0,4,0.40480999999999995,131.06,0.0,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1110,20201W71,20201W74,0,4,0.36585333333333336,28.18,0.0,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1131,20201W75,20201W74,2,3,0.4867,141.06,0.6666666666666666,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1144,20201W77,20201W74,0,4,0.40180333333333335,199.61,0.0,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
1159,20201W92,20201W74,0,2,0.36895,305.42,0.0,21.0,6.0,5,tl38696,tw41889,W92,2020,False,,,6.0,445495.33,209195.71,True,1.0,,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,
304,20201EX21,20201W71,0,6,0.35946666666666666,212.22,0.0,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1066,20201W37,20201W71,0,7,0.3353175,260.73,0.0,18.0,5.0,4,tl38650,,W37,2020,True,EX20,330.5,5.0,446046.33,209353.71,True,4.0,0.32380166666666665,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1074,20201W56,20201W71,2,6,0.39516,270.56,0.3333333333333333,12.0,10.0,10,tw41833,vn56874,W56,2020,False,,,5.0,445993.33,209438.71,True,3.0,0.4010066666666667,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1082,20201W62,20201W71,0,8,0.38614200000000004,165.68,0.0,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1092,20201W64,20201W71,2,6,0.42721,148.53,0.3333333333333333,17.0,8.0,0,,tw41530,W64,2020,,,,,445682.33,209306.71,True,3.0,0.5391033333333333,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1100,20201W68,20201W71,0,6,0.34628,102.88,0.0,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1120,20201W74,20201W71,0,4,0.36585333333333336,28.18,0.0,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1133,20201W75,20201W71,0,5,0.42481166666666664,162.79,0.0,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
1145,20201W77,20201W71,0,6,0.4153922222222222,220.24,0.0,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667
307,20201EX21,20201W68,0,6,0.3649022222222222,243.28,0.0,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1039,20201W12,20201W68,0,8,0.37131866666666663,297.38,0.0,17.0,8.0,8,,,W12,2020,,,,,446105.33,209157.71,True,5.0,0.37676,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1049,20201W18,20201W68,2,7,0.3677175,401.09,0.2857142857142857,18.0,8.0,7,,tw41822,W18,2020,,,,,446247.33,209436.71,True,4.0,0.36515499999999995,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1062,20201W37,20201W68,2,7,0.37538,186.82,0.2857142857142857,18.0,5.0,4,tl38650,,W37,2020,True,EX20,330.5,5.0,446046.33,209353.71,True,4.0,0.32380166666666665,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1071,20201W56,20201W68,0,6,0.4156822222222222,172.47,0.0,12.0,10.0,10,tw41833,vn56874,W56,2020,False,,,5.0,445993.33,209438.71,True,3.0,0.4010066666666667,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1081,20201W62,20201W68,2,8,0.3183666666666667,143.96,0.25,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1095,20201W64,20201W68,0,6,0.39573444444444444,180.23,0.0,17.0,8.0,0,,tw41530,W64,2020,,,,,445682.33,209306.71,True,3.0,0.5391033333333333,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1111,20201W71,20201W68,0,6,0.34628,102.88,0.0,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1121,20201W74,20201W68,0,4,0.40480999999999995,131.06,0.0,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1137,20201W75,20201W68,0,5,0.433705,253.39,0.0,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
1149,20201W77,20201W68,0,6,0.35346,306.24,0.0,16.0,7.0,7,ty68001,ty68002,W77,2020,False,,,5.0,445609.33,209153.71,True,3.0,0.3307466666666667,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996
312,20201EX25,20201EX21,0,4,0.28183,204.47,0.0,17.0,8.0,6,tw41850,vz31314,EX25,2020,False,,,5.0,446123.33,208965.71,True,1.0,,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
322,20201EX26,20201EX21,0,8,0.417774,237.69,0.0,17.0,10.0,10,tw41874,vz29229,EX26,2020,False,,,5.0,446155.33,208949.71,True,5.0,0.515707,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1031,20201W12,20201EX21,0,8,0.3459853333333333,118.3,0.0,17.0,8.0,8,,,W12,2020,,,,,446105.33,209157.71,True,5.0,0.37676,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1052,20201W29,20201EX21,0,8,0.327884,165.0,0.0,15.0,8.0,7,tw41881,vz30524,W29,2020,False,,,5.0,446124.33,209221.71,True,5.0,0.32761300000000004,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1065,20201W37,20201EX21,0,7,0.2934025,237.23,0.0,18.0,5.0,4,tl38650,,W37,2020,True,EX20,330.5,5.0,446046.33,209353.71,True,4.0,0.32380166666666665,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1078,20201W56,20201EX21,2,6,0.35301,316.0,0.3333333333333333,12.0,10.0,10,tw41833,vn56874,W56,2020,False,,,5.0,445993.33,209438.71,True,3.0,0.4010066666666667,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1099,20201W64,20201EX21,0,6,0.35857222222222224,360.49,0.0,17.0,8.0,0,,tw41530,W64,2020,,,,,445682.33,209306.71,True,3.0,0.5391033333333333,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1106,20201W68,20201EX21,0,6,0.36490222222222224,243.28,0.0,15.0,10.0,9,tw41831,tw41550,W68,2020,False,,,5.0,445861.33,209327.71,True,3.0,0.30190999999999996,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1115,20201W71,20201EX21,0,6,0.35946666666666666,212.22,0.0,15.0,6.0,6,vz30247,vz30317,W71,2020,True,W25,366.8,6.0,445813.33,209236.71,True,3.0,0.5177466666666667,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1126,20201W74,20201EX21,0,4,0.3903433333333333,211.62,0.0,19.0,9.0,8,,ts47681,W74,2020,,,,,445800.33,209211.71,True,1.0,,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
1139,20201W75,20201EX21,0,5,0.3728533333333333,327.7,0.0,16.0,10.0,10,tr42590,ty68013,W75,2020,False,,,5.0,445667.33,209164.71,True,2.0,0.40029,15.0,9.0,7,,,EX21,2020,,,,,445992.33,209122.71,True,3.0,0.2943766666666667
330,20201EX3,20201O56,0,3,0.257015,398.78,0.0,17.0,8.0,7,vz31212,vz29502,EX3,2020,True,C63,1559.4,5.0,445602.33,208356.71,True,1.0,,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
642,20201O21,20201O56,0,5,0.32975,146.49,0.0,14.0,9.0,9,vz33556,te80789,O21,2020,False,,,6.0,445270.72,207991.76,True,3.0,0.35504,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
683,20201O3,20201O56,0,3,0.415755,160.33,0.0,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
698,20201O32,20201O56,0,4,0.46176249999999996,223.66,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
709,20201O36,20201O56,0,7,0.371944,259.62,0.0,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
774,20201O6,20201O56,0,4,0.46745250000000005,262.77,0.0,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
813,20201O8,20201O56,0,3,0.218535,257.64,0.0,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316
331,20201EX3,20201O3,0,2,0.33262,440.59,0.0,17.0,8.0,7,vz31212,vz29502,EX3,2020,True,C63,1559.4,5.0,445602.33,208356.71,True,1.0,,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
640,20201O21,20201O3,0,4,0.2898866666666667,76.01,0.0,14.0,9.0,9,vz33556,te80789,O21,2020,False,,,6.0,445270.72,207991.76,True,3.0,0.35504,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
656,20201O27,20201O3,0,2,0.41053,235.84,0.0,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
668,20201O27A,20201O3,0,3,0.32794500000000004,276.34,0.0,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
677,20201O28,20201O3,0,4,0.45591000000000004,267.35,0.0,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
697,20201O32,20201O3,0,3,0.455325,215.75,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
751,20201O56,20201O3,0,3,0.415755,160.33,0.0,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
771,20201O6,20201O3,0,3,0.407245,102.53,0.0,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
811,20201O8,20201O3,0,2,0.30693,107.11,0.0,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,
332,20201EX3,20201O8,0,2,0.37549,441.92,0.0,17.0,8.0,7,vz31212,vz29502,EX3,2020,True,C63,1559.4,5.0,445602.33,208356.71,True,1.0,,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,
644,20201O21,20201O8,0,4,0.41104,175.37,0.0,14.0,9.0,9,vz33556,te80789,O21,2020,False,,,6.0,445270.72,207991.76,True,3.0,0.35504,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,
658,20201O27,20201O8,0,2,0.25138,286.63,0.0,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,
682,20201O3,20201O8,0,2,0.30693,107.11,0.0,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,
753,20201O56,20201O8,0,3,0.218535,257.64,0.0,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,
770,20201O6,20201O8,0,3,0.435805,62.71,0.0,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,
333,20201EX3,20201EX76,2,5,0.3894275,469.02,0.4,17.0,8.0,7,vz31212,vz29502,EX3,2020,True,C63,1559.4,5.0,445602.33,208356.71,True,1.0,,19.0,8.0,8,,ts46392,EX76,2020,,,,,445899.33,207993.71,True,4.0,0.31298833333333337
345,20201EX62A,20201EX76,0,5,0.4614875,570.63,0.0,21.0,10.0,9,ty69097,ty69065,EX62A,2020,False,,,5.0,446322.33,208376.71,True,1.0,,19.0,8.0,8,,ts46392,EX76,2020,,,,,445899.33,207993.71,True,4.0,0.31298833333333337
362,20201EX78,20201EX76,2,6,0.37684999999999996,182.32,0.3333333333333333,25.0,10.0,0,ty69096,,EX78,2020,False,,,5.0,446079.33,207964.71,True,2.0,0.52911,19.0,8.0,8,,ts46392,EX76,2020,,,,,445899.33,207993.71,True,4.0,0.31298833333333337
609,20201O105,20201EX76,0,6,0.3141575,321.41,0.0,20.0,7.0,6,vz31376,tw41898,O105,2020,False,,,5.0,445697.33,207743.71,True,2.0,0.47065,19.0,8.0,8,,ts46392,EX76,2020,,,,,445899.33,207993.71,True,4.0,0.31298833333333337
637,20201O115,20201EX76,0,5,0.26368749999999996,290.04,0.0,17.0,9.0,8,ty70701,tl38938,O115,2020,False,,,6.0,445904.33,207703.71,True,1.0,,19.0,8.0,8,,ts46392,EX76,2020,,,,,445899.33,207993.71,True,4.0,0.31298833333333337
