,bird1,bird2,shared,total_rep,ac_sim,spatial_dist,sharing_index,april_lay_date_1,clutch_size_1,num_fledglings_1,father_1,mother_1,box_1,year_1,wytham_born_1,natal_box_1,dispersal_distance_1,age_1,x_1,y_1,recorded_1,repertoire_size_1,self_similarity_1,april_lay_date_2,clutch_size_2,num_fledglings_2,father_2,mother_2,box_2,year_2,wytham_born_2,natal_box_2,dispersal_distance_2,age_2,x_2,y_2,recorded_2,repertoire_size_2,self_similarity_2
651,20201O27,20201O28,0,4,0.2711233333333333,68.57,0.0,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
660,20201O27A,20201O28,2,5,0.38797166666666666,39.57,0.4,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
686,20201O3,20201O28,0,4,0.45591000000000004,267.35,0.0,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
690,20201O32,20201O28,0,5,0.45731499999999997,95.36,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
704,20201O36,20201O28,0,8,0.38968533333333333,160.17,0.0,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
716,20201O38A,20201O28,0,5,0.34880666666666665,215.06,0.0,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
737,20201O52,20201O28,0,6,0.3409388888888889,268.11,0.0,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
746,20201O53,20201O28,0,4,0.3689233333333333,225.45,0.0,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
757,20201O56,20201O28,0,5,0.3784883333333333,312.89,0.0,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
777,20201O6,20201O28,2,5,0.436385,280.51,0.4,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
817,20201O8,20201O28,0,4,0.25217333333333336,335.68,0.0,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333
647,20201O21,20201O27A,2,5,0.4103766666666666,216.49,0.4,14.0,9.0,9,vz33556,te80789,O21,2020,False,,,6.0,445270.72,207991.76,True,3.0,0.35504,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
650,20201O27,20201O27A,2,3,0.512165,48.04,0.6666666666666666,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
670,20201O28,20201O27A,2,5,0.38797166666666666,39.57,0.4,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
687,20201O3,20201O27A,0,3,0.32794500000000004,276.34,0.0,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
693,20201O32,20201O27A,0,4,0.3669325,130.39,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
706,20201O36,20201O27A,2,7,0.443367,199.58,0.2857142857142857,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
717,20201O38A,20201O27A,0,4,0.388905,248.2,0.0,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
738,20201O52,20201O27A,0,5,0.41098833333333334,305.37,0.0,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
747,20201O53,20201O27A,0,3,0.426545,263.25,0.0,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
759,20201O56,20201O27A,0,4,0.4450275,339.61,0.0,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
776,20201O6,20201O27A,0,4,0.3947625,274.77,0.0,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
816,20201O8,20201O27A,0,3,0.297845,333.33,0.0,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867
648,20201O21,20201O36,0,8,0.343762,228.53,0.0,14.0,9.0,9,vz33556,te80789,O21,2020,False,,,6.0,445270.72,207991.76,True,3.0,0.35504,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
654,20201O27,20201O36,0,6,0.348714,218.68,0.0,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
663,20201O27A,20201O36,2,7,0.443367,199.58,0.2857142857142857,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
673,20201O28,20201O36,0,8,0.38968533333333333,160.17,0.0,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
688,20201O3,20201O36,0,6,0.402184,303.78,0.0,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
691,20201O32,20201O36,0,7,0.370134,104.29,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
712,20201O38A,20201O36,0,7,0.373051,110.89,0.0,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
725,20201O50,20201O36,0,7,0.40141,197.43,0.0,17.0,12.0,11,vz32987,ty70759,O50,2020,True,O52,77.1,,445431.72,207610.76,True,2.0,0.26759,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
733,20201O52,20201O36,0,8,0.396748,121.2,0.0,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
742,20201O53,20201O36,0,6,0.41872600000000004,77.9,0.0,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
754,20201O56,20201O36,0,7,0.371944,259.62,0.0,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
766,20201O58,20201O36,0,6,0.375136,295.18,0.0,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
778,20201O6,20201O36,2,7,0.499197,363.78,0.2857142857142857,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
818,20201O8,20201O36,0,6,0.396766,402.19,0.0,21.0,9.0,7,vz33619,ty69074,O8,2020,True,O18,218.4,5.0,445208.72,208155.8,True,1.0,,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997
649,20201O21,20201O53,0,4,0.34454999999999997,303.2,0.0,14.0,9.0,9,vz33556,te80789,O21,2020,False,,,6.0,445270.72,207991.76,True,3.0,0.35504,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
659,20201O27,20201O53,0,2,0.46242,289.25,0.0,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
666,20201O27A,20201O53,0,3,0.426545,263.25,0.0,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
676,20201O28,20201O53,0,4,0.3689233333333333,225.45,0.0,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
689,20201O3,20201O53,0,2,0.33403,377.36,0.0,19.0,7.0,2,tl38436,vz33534,O3,2020,True,EX7,523.7,5.0,445269.72,208067.76,True,1.0,,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
695,20201O32,20201O53,0,3,0.35466,182.0,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
700,20201O36,20201O53,0,6,0.41872600000000004,77.9,0.0,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
710,20201O38A,20201O53,0,3,0.5033650000000001,66.84,0.0,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
722,20201O50,20201O53,2,3,0.46374499999999996,120.97,0.6666666666666666,17.0,12.0,11,vz32987,ty70759,O50,2020,True,O52,77.1,,445431.72,207610.76,True,2.0,0.26759,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
730,20201O52,20201O53,0,4,0.36457333333333336,43.93,0.0,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
756,20201O56,20201O53,0,3,0.33614,312.49,0.0,15.0,9.0,8,,ts44659,O56,2020,,,,,445416.72,208003.76,True,2.0,0.56316,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
765,20201O58,20201O53,0,2,0.36786,217.83,0.0,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
779,20201O6,20201O53,0,3,0.49360000000000004,441.19,0.0,19.0,7.0,0,,,O6,2020,,,,,445173.72,208103.76,True,2.0,0.41567,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
798,20201O70,20201O53,0,6,0.31807799999999997,280.11,0.0,17.0,7.0,7,vz31363,ty70702,O70,2020,True,O13A,754.8,5.0,445581.33,207542.71,True,5.0,0.39706199999999997,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,
657,20201O27,20201O38A,0,3,0.383235,283.21,0.0,18.0,10.0,10,tw41625,ty70703,O27,2020,False,,,5.0,445124.72,207881.76,True,1.0,,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
665,20201O27A,20201O38A,0,4,0.388905,248.2,0.0,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
675,20201O28,20201O38A,0,5,0.34880666666666665,215.06,0.0,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
696,20201O32,20201O38A,0,4,0.36312500000000003,201.1,0.0,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
702,20201O36,20201O38A,0,7,0.373051,110.89,0.0,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
723,20201O50,20201O38A,0,4,0.4219725,142.62,0.0,17.0,12.0,11,vz32987,ty70759,O50,2020,True,O52,77.1,,445431.72,207610.76,True,2.0,0.26759,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
732,20201O52,20201O38A,0,5,0.37220499999999995,81.5,0.0,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
741,20201O53,20201O38A,0,3,0.5033650000000001,66.84,0.0,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
764,20201O58,20201O38A,0,3,0.39253000000000005,207.56,0.0,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416
669,20201O27A,20201O52,0,5,0.41098833333333334,305.37,0.0,21.0,10.0,0,,tw41870,O27A,2020,,,,,445122.72,207833.76,True,2.0,0.25867,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
678,20201O28,20201O52,0,6,0.3409388888888889,268.11,0.0,19.0,8.0,0,,,O28,2020,,,,,445160.95,207823.54,True,3.0,0.3950633333333333,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
699,20201O32,20201O52,2,5,0.38201166666666664,225.49,0.4,20.0,8.0,8,vz30799,ty70715,O32,2020,False,,,6.0,445251.72,207852.76,True,2.0,0.23422,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
703,20201O36,20201O52,0,8,0.396748,121.2,0.0,20.0,9.0,5,tv44361,vz33559,O36,2020,True,O38A,110.9,6.0,445310.72,207766.76,True,5.0,0.44970699999999997,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
711,20201O38A,20201O52,0,5,0.37220499999999995,81.5,0.0,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
720,20201O50,20201O52,0,5,0.357265,77.08,0.0,17.0,12.0,11,vz32987,ty70759,O50,2020,True,O52,77.1,,445431.72,207610.76,True,2.0,0.26759,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
740,20201O53,20201O52,0,4,0.36457333333333336,43.93,0.0,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
762,20201O58,20201O52,0,4,0.36832333333333334,177.2,0.0,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
788,20201O66,20201O52,2,7,0.4354066666666667,330.11,0.2857142857142857,14.0,9.0,9,,vj57892,O66,2020,,,,,445582.33,207406.71,True,4.0,0.461465,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
797,20201O70,20201O52,2,8,0.32088333333333335,237.9,0.25,17.0,7.0,7,vz31363,ty70702,O70,2020,True,O13A,754.8,5.0,445581.33,207542.71,True,5.0,0.39706199999999997,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336
715,20201O38A,20201O58,0,3,0.39253000000000005,207.56,0.0,19.0,11.0,9,ty70704,ty70705,O38A,2020,False,,,5.0,445296.72,207656.76,True,2.0,0.44416,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
721,20201O50,20201O58,0,3,0.23550500000000002,115.07,0.0,17.0,12.0,11,vz32987,ty70759,O50,2020,True,O52,77.1,,445431.72,207610.76,True,2.0,0.26759,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
734,20201O52,20201O58,0,4,0.36832333333333334,177.2,0.0,12.0,8.0,8,vj57893,tv44478,O52,2020,False,,,6.0,445377.72,207665.76,True,3.0,0.41641333333333336,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
745,20201O53,20201O58,0,2,0.36786,217.83,0.0,21.0,8.0,7,tr44766,tw41866,O53,2020,False,,,6.0,445348.72,207698.76,True,1.0,,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
781,20201O66,20201O58,0,5,0.4286025,178.42,0.0,14.0,9.0,9,,vj57892,O66,2020,,,,,445582.33,207406.71,True,4.0,0.461465,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
792,20201O70,20201O58,2,6,0.456658,160.62,0.3333333333333333,17.0,7.0,7,vz31363,ty70702,O70,2020,True,O13A,754.8,5.0,445581.33,207542.71,True,5.0,0.39706199999999997,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
806,20201O75,20201O58,0,2,0.3897,475.75,0.0,23.0,7.0,0,,tx42668,O75,2020,,,,,445771.33,207166.71,True,1.0,,16.0,10.0,0,,,O58,2020,,,,,445427.72,207495.76,True,1.0,
861,20201P14,20201P17,2,4,0.403635,153.16,0.5,17.0,9.0,8,vs84049,te80810,P14,2020,True,B63,250.9,5.0,447153.33,207568.71,True,2.0,0.31476,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
884,20201P2,20201P17,0,3,0.280405,232.07,0.0,18.0,7.0,7,,vz30892,P2,2020,,,,,447207.33,207495.71,True,1.0,,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
893,20201P7,20201P17,0,4,0.3868,280.47,0.0,18.0,9.0,0,,vs84191,P7,2020,,,,,447254.33,207742.71,True,2.0,0.26165,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
938,20201SW28,20201P17,0,5,0.38919,568.37,0.0,17.0,8.0,8,ts45460,tp27392,SW28,2020,True,SW1,493.9,6.0,446452.33,207484.71,True,3.0,0.37160333333333334,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
942,20201SW46,20201P17,0,6,0.39412,372.26,0.0,27.0,7.0,6,vz30605,ta15788,SW46,2020,True,C133,812.3,6.0,446668.33,207455.71,True,4.0,0.395675,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
964,20201SW70,20201P17,0,3,0.42303999999999997,215.57,0.0,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
974,20201SW73,20201P17,0,3,0.41369999999999996,325.14,0.0,20.0,9.0,8,vz31181,tr42800,SW73,2020,True,P7,471.9,5.0,447094.33,207298.71,True,1.0,,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
984,20201SW76,20201P17,0,4,0.28867,300.27,0.0,16.0,8.0,8,tr43321,tr43320,SW76,2020,False,,,5.0,447158.33,207352.75,True,2.0,0.31767,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395
863,20201P14,20201SW70,2,3,0.48688,209.48,0.6666666666666666,17.0,9.0,8,vs84049,te80810,P14,2020,True,B63,250.9,5.0,447153.33,207568.71,True,2.0,0.31476,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
871,20201P17,20201SW70,0,3,0.42303999999999997,215.57,0.0,19.0,9.0,4,tw41802,tw77017,P17,2020,False,,,6.0,447006.33,207611.71,True,2.0,0.24395,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
882,20201P2,20201SW70,0,2,0.27979,200.57,0.0,18.0,7.0,7,,vz30892,P2,2020,,,,,447207.33,207495.71,True,1.0,,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
898,20201P7,20201SW70,0,3,0.32765,410.25,0.0,18.0,9.0,0,,vs84191,P7,2020,,,,,447254.33,207742.71,True,2.0,0.26165,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
939,20201SW28,20201SW70,0,4,0.34542333333333336,586.49,0.0,17.0,8.0,8,ts45460,tp27392,SW28,2020,True,SW1,493.9,6.0,446452.33,207484.71,True,3.0,0.37160333333333334,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
941,20201SW46,20201SW70,0,5,0.2661225,368.59,0.0,27.0,7.0,6,vz30605,ta15788,SW46,2020,True,C133,812.3,6.0,446668.33,207455.71,True,4.0,0.395675,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
971,20201SW73,20201SW70,0,2,0.31473,116.81,0.0,20.0,9.0,8,vz31181,tr42800,SW73,2020,True,P7,471.9,5.0,447094.33,207298.71,True,1.0,,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
981,20201SW76,20201SW70,0,3,0.38264,133.78,0.0,16.0,8.0,8,tr43321,tr43320,SW76,2020,False,,,5.0,447158.33,207352.75,True,2.0,0.31767,17.0,7.0,5,vz31906,vs84179,SW70,2020,True,EX62C,1115.6,5.0,447032.33,207397.71,True,1.0,
909,20201SW1,20201EX62A,0,3,0.36846500000000004,481.2,0.0,22.0,7.0,6,ty69095,ty69085,SW1,2020,False,,,5.0,446202.33,207910.71,True,2.0,0.34419,21.0,10.0,9,ty69097,ty69065,EX62A,2020,False,,,5.0,446322.33,208376.71,True,1.0,
959,20201SW5,20201EX62A,0,4,0.46209999999999996,485.59,0.0,17.0,9.0,9,tj26850,vz30447,SW5,2020,True,C1,953.6,6.0,446320.98,207891.12,True,3.0,0.34052,21.0,10.0,9,ty69097,ty69065,EX62A,2020,False,,,5.0,446322.33,208376.71,True,1.0,
1069,20201W37,20201W62,0,9,0.31932550000000004,320.9,0.0,18.0,5.0,4,tl38650,,W37,2020,True,EX20,330.5,5.0,446046.33,209353.71,True,4.0,0.32380166666666665,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805
1075,20201W56,20201W62,2,8,0.35351533333333335,273.88,0.25,12.0,10.0,10,tw41833,vn56874,W56,2020,False,,,5.0,445993.33,209438.71,True,3.0,0.4010066666666667,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805
1090,20201W64,20201W62,0,8,0.3424466666666667,83.53,0.0,17.0,8.0,0,,tw41530,W64,2020,,,,,445682.33,209306.71,True,3.0,0.5391033333333333,13.0,10.0,9,vz31814,tr43214,W62,2020,False,,,6.0,445726.33,209377.71,True,5.0,0.369805
